file	line	match_class	status	assessment
provenance/DIRECT_IO_CONTRACT.tsv	48	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	50	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	72	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	84	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	84	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	88	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	201	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	203	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	204	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	269	session	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
provenance/DIRECT_IO_CONTRACT.tsv	269	session	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
provenance/DIRECT_IO_CONTRACT.tsv	327	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	339	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	339	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	346	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	362	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	364	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	367	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	368	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	412	token	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
provenance/DIRECT_IO_CONTRACT.tsv	417	session	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
provenance/DIRECT_IO_CONTRACT.tsv	505	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	505	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	506	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	507	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	537	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	538	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	808	cell_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	808	cell_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	813	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/DIRECT_IO_CONTRACT.tsv	813	cell_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/SCRIPT_FILE_REFERENCES.tsv	36	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/SCRIPT_FILE_REFERENCES.tsv	67	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/SCRIPT_FILE_REFERENCES.tsv	88	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/SCRIPT_FILE_REFERENCES.tsv	199	authorization	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
provenance/SCRIPT_FILE_REFERENCES.tsv	227	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/SCRIPT_FILE_REFERENCES.tsv	255	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/SCRIPT_FILE_REFERENCES.tsv	333	session	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
provenance/SCRIPT_FILE_REFERENCES.tsv	407	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/SCRIPT_FILE_REFERENCES.tsv	424	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
provenance/SCRIPT_FILE_REFERENCES.tsv	443	session	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
provenance/SCRIPT_FILE_REFERENCES.tsv	517	session	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
provenance/SCRIPT_FILE_REFERENCES.tsv	532	session	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
PUBLIC_REPOSITORY_RELEASE_GATE.md	14	token	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
PUBLIC_REPOSITORY_RELEASE_GATE.md	30	authorization	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
README.md	56	session	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
release/EXCLUDED_FILES.tsv	66	session	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
release/RELEASE_NOTES_v1.0.0.md	7	authorization	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
scripts/01_anchor_selection/HCC_ICI_project/04_scripts/04_target_ranking/01_finalize_target_evidence.R	22	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/01_anchor_selection/HCC_ICI_project/04_scripts/04_target_ranking/01_finalize_target_evidence.R	23	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/01_anchor_selection/HCC_ICI_project/04_scripts/04_target_ranking/01_finalize_target_evidence.R	71	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/01_anchor_selection/HCC_ICI_project/04_scripts/04_target_ranking/01_finalize_target_evidence.R	76	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/01_anchor_selection/HCC_ICI_project/04_scripts/04_target_ranking/01_finalize_target_evidence.R	87	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/01_anchor_selection/HCC_ICI_project/04_scripts/04_target_ranking/01_finalize_target_evidence.R	88	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/01_anchor_selection/HCC_ICI_project/04_scripts/04_target_ranking/01_finalize_target_evidence.R	169	session	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
scripts/01_anchor_selection/HCC_ICI_project/04_scripts/04_target_ranking/01_finalize_target_evidence.R	170	session	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
scripts/02_state_architecture/HCC_ICI_project/04_scripts/phase2/07_functional_program_GSE206325.R	106	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/02_state_architecture/HCC_ICI_project/04_scripts/phase2/07_functional_program_GSE206325.R	106	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/02_state_architecture/HCC_ICI_project/04_scripts/phase2/07_functional_program_GSE206325.R	158	session	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
scripts/02_state_architecture/HCC_ICI_project/04_scripts/phase2/07_functional_program_GSE206325.R	159	session	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
scripts/02_state_architecture/PTPN22_AF35_COUPLING_ARCHITECTURE_v1/scripts/01_source_audit.py	52	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/02_state_architecture/PTPN22_AF35_COUPLING_ARCHITECTURE_v1/scripts/01_source_audit.py	53	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_AGGREGATION_COMPOSITION_DECOMPOSITION_v1/scripts/01_freeze.py	15	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_AGGREGATION_COMPOSITION_DECOMPOSITION_v1/scripts/01_freeze.py	15	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_AGGREGATION_COMPOSITION_DECOMPOSITION_v1/scripts/01_freeze.py	41	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_AGGREGATION_COMPOSITION_DECOMPOSITION_v1/scripts/01_freeze.py	64	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_AGGREGATION_COMPOSITION_DECOMPOSITION_v1/scripts/01_freeze.py	64	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_AGGREGATION_COMPOSITION_DECOMPOSITION_v1/scripts/01_freeze.py	65	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_AGGREGATION_COMPOSITION_DECOMPOSITION_v1/scripts/01_freeze.py	65	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_AGGREGATION_COMPOSITION_DECOMPOSITION_v1/scripts/01_freeze.py	66	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_AGGREGATION_COMPOSITION_DECOMPOSITION_v1/scripts/01_freeze.py	66	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_AGGREGATION_COMPOSITION_DECOMPOSITION_v1/scripts/01_freeze.py	69	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_AGGREGATION_COMPOSITION_DECOMPOSITION_v1/scripts/01_freeze.py	71	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_AGGREGATION_COMPOSITION_DECOMPOSITION_v1/scripts/01_freeze.py	73	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_AGGREGATION_COMPOSITION_DECOMPOSITION_v1/scripts/01_freeze.py	76	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_AGGREGATION_COMPOSITION_DECOMPOSITION_v1/scripts/01_freeze.py	78	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_AGGREGATION_COMPOSITION_DECOMPOSITION_v1/scripts/01_freeze.py	84	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_AGGREGATION_COMPOSITION_DECOMPOSITION_v1/scripts/01_freeze.py	90	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/00_initialize.py	27	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/03_molecular_and_state.py	13	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/03_molecular_and_state.py	13	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/03_molecular_and_state.py	14	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/03_molecular_and_state.py	14	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/03_molecular_and_state.py	15	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/scripts/03_molecular_and_state.py	15	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/00_initialize.py	60	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/00_initialize.py	60	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/00_initialize.py	62	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/00_initialize.py	62	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/01_freeze_and_analyze.py	37	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/01_freeze_and_analyze.py	49	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/01_freeze_and_analyze.py	72	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/01_freeze_and_analyze.py	72	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/01_freeze_and_analyze.py	74	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/01_freeze_and_analyze.py	76	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/03_AF35_measurement/AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/scripts/01_freeze_and_analyze.py	115	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/04_clonotype/AF35_CLONOTYPE_NEUTRALIZED_STATE_OCCUPANCY_v1/scripts/common.py	35	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/04_clonotype/AF35_CLONOTYPE_NEUTRALIZED_STATE_OCCUPANCY_v1/scripts/common.py	41	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/04_clonotype/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/07_phaseB_verify.R	74	session	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
scripts/04_clonotype/AF35_LONGITUDINAL_CLONAL_STATE_DYNAMICS_M2_CLEANROOM_v1/scripts/07_phaseB_verify.R	74	session	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
scripts/04_clonotype/GSE235863_CLONE_STATE_DECOMPOSITION_v1/authority/04_scripts/phase19/02_phase19a_patient_analysis.py	154	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/04_clonotype/GSE235863_CLONE_STATE_DECOMPOSITION_v1/authority/04_scripts/phase19/02_phase19a_patient_analysis.py	170	patient_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/04_clonotype/GSE235863_CLONE_STATE_DECOMPOSITION_v1/scripts/02_analyze.py	202	sample_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/04_clonotype/GSE235863_CLONE_STATE_DECOMPOSITION_v1/scripts/02_analyze.py	233	token	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
scripts/04_clonotype/GSE235863_CLONE_STATE_DECOMPOSITION_v1/scripts/02_analyze.py	267	session	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
scripts/04_clonotype/HCC_ICI_project/04_scripts/final_harmonization/01_meta_clone_compartment.R	356	token	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
scripts/04_clonotype/HCC_ICI_project/04_scripts/final_harmonization/01_meta_clone_compartment.R	359	token	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
scripts/04_clonotype/HCC_ICI_project/04_scripts/final_harmonization/01_meta_clone_compartment.R	359	token	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
scripts/04_clonotype/HCC_ICI_project/04_scripts/final_harmonization/01_meta_clone_compartment.R	363	sample_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/04_clonotype/HCC_ICI_project/04_scripts/final_harmonization/01_meta_clone_compartment.R	405	session	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
scripts/04_clonotype/HCC_ICI_project/04_scripts/final_harmonization/01_meta_clone_compartment.R	406	session	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
scripts/04_clonotype/HCC_ICI_project/04_scripts/phase3/03_independent_scrna_sctcr_clone_state.R	426	session	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
scripts/04_clonotype/HCC_ICI_project/04_scripts/phase3/03_independent_scrna_sctcr_clone_state.R	427	session	SAFE_PUBLIC	Scientific software/session record, local guard or documented policy; not a credential value
scripts/04_clonotype/HCC_ICI_project/04_scripts/phase_temporal/01_gse235863_baseline_future_clone_fate.R	142	sample_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/04_clonotype/HCC_ICI_project/04_scripts/phase_temporal/01_gse235863_baseline_future_clone_fate.R	143	sample_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/04_clonotype/HCC_ICI_project/04_scripts/phase_temporal/01_gse235863_baseline_future_clone_fate.R	166	sample_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/04_clonotype/HCC_ICI_project/04_scripts/phase_temporal/01_gse235863_baseline_future_clone_fate.R	183	sample_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/04_clonotype/HCC_ICI_project/04_scripts/phase_temporal/01_gse235863_baseline_future_clone_fate.R	185	sample_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/04_clonotype/HCC_ICI_project/04_scripts/phase_temporal/01_gse235863_baseline_future_clone_fate.R	199	sample_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/04_clonotype/HCC_ICI_project/04_scripts/phase_temporal/01_gse235863_baseline_future_clone_fate.R	202	sample_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/04_clonotype/HCC_ICI_project/04_scripts/phase_temporal/01_gse235863_baseline_future_clone_fate.R	203	sample_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/04_clonotype/HCC_ICI_project/04_scripts/phase_temporal/01_gse235863_baseline_future_clone_fate.R	208	sample_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/04_clonotype/HCC_ICI_project/04_scripts/phase_temporal/01_gse235863_baseline_future_clone_fate.R	208	sample_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
scripts/04_clonotype/HCC_ICI_project/04_scripts/phase_temporal/01_gse235863_baseline_future_clone_fate.R	213	sample_id	SAFE_PUBLIC	Source-code schema/variable or aggregate metadata; no individual-level record distributed
